grid_id;organization_name;country_code;country;latitude;longitude;native_count;newcomer_count;outgoer_count;total_researcher_count;native_percentage;newcomer_percentage;outgoer_percentage;organization_type_id;organization_type
grid.144189.1;Azienda Ospedaliera Universitaria Pisana;IT;Italy;437.217;103.957;273;1409;288;1970;13.858;71.523;14.619;6;Healthcare
grid.10772.33;Univ. Nova de Lisboa;PT;Portugal;387.337;-916.025;1931;2629;1344;5904;32.707;44.529;22.764;3;Education
grid.418711.a;Portuguese Oncology Inst.;PT;Portugal;387.399;-916.137;365;354;345;1064;34.305;33.271;32.425;6;Healthcare
grid.4912.e;Royal College  Surgeons in Irel &;IE;Ireland;53.339;-626.181;579;1532;526;2637;21.957;58.096;19.947;3;Education
grid.10049.3c;Univ.  Limerick;IE;Ireland;52.674;-8.571;1253;1037;489;2779;45.088;37.316;17.596;3;Education
grid.418920.6;COMSATS Univ. Islamabad;PK;Pakistan;336.528;731.565;1572;1460;752;3784;41.543;38.584;19.873;3;Education
grid.10822.39;Univ.  Novi Sad;RS;Serbia;452.421;198.286;2405;841;557;3803;63.240;22.114;14.646;3;Education
grid.8954.0;Univ.  Ljubljana;SI;Slovenia;460.493;145.051;3097;1674;1350;6121;50.596;27.349;22.055;3;Education
grid.10417.33;Radboud Univ. Nijmegen Med. Ctr.;NL;Netherlands;518.231;58.625;2523;6486;2753;11762;21.450;55.144;23.406;6;Healthcare
grid.12380.38;VU Amsterdam;NL;Netherlands;523.339;486.571;1980;5736;2320;10036;19.729;57.154;23.117;3;Education
grid.5132.5;Leiden Univ.;NL;Netherlands;521.567;448.504;2042;4041;2001;8084;25.260;49.988;24.753;3;Education
grid.52522.32;St Olav's Univ. Hosp.;NO;Norway;634.208;103.878;338;1154;359;1851;18.260;62.345;19.395;6;Healthcare
grid.18883.3a;Univ.  Stavanger;NO;Norway;589.375;56.975;509;624;165;1298;39.214;48.074;12.712;3;Education
grid.4886.2;Russian Academy  Sciences;RU;Russia;557.108;375.778;4464;14963;6764;26191;17.044;57.130;25.826;5;Government
grid.439283.7;N.D. Zelinsky Inst.  Organic Chemistry;RU;Russia;557.023;375.716;456;421;469;1346;33.878;31.278;34.844;4;Facility
grid.77602.34;Natl. Res. Tomsk State Univ.;RU;Russia;564.694;849.475;1413;1129;547;3089;45.743;36.549;17.708;3;Education
grid.20567.36;Voronezh State Univ.;RU;Russia;516.563;392.059;818;143;230;1191;68.682;12.007;19.312;3;Education
grid.411728.9;Med. Univ.  Silesia;PL;Poland;502.237;18.951;1554;723;496;2773;56.040;26.073;17.887;3;Education
grid.94365.3d;Natl. Inst.s  Health;US;United States;390.004;-771.024;660;9493;1372;11525;5.727;82.369;11.905;5;Government
grid.419407.f;Leidos (United States);US;United States;389.591;-77.36;131;835;184;1150;11.391;72.609;16.000;2;Company
grid.424881.3;Inst.  Physics;CZ;Czechia;501.238;14.472;402;1632;388;2422;16.598;67.382;16.020;4;Facility
grid.418095.1;Czech Academy  Sciences;CZ;Czechia;500.814;144.142;218;3027;507;3752;5.810;80.677;13.513;5;Government
grid.154185.c;Aarhus Univ. Hosp.;DK;Denmark;561.703;102.065;1433;2818;1651;5902;24.280;47.747;27.974;6;Healthcare
grid.425956.9;Novo Nordisk (Denmark);DK;Denmark;557.546;124.533;456;936;200;1592;28.643;58.794;12.563;2;Company
grid.411835.a;Ctr. Hosp.ier Ibn Sina;MA;Morocco;339.843;-685.113;400;305;573;1278;31.299;23.865;44.836;6;Healthcare
grid.163555.1;Singapore General Hosp.;SG;Singapore;128.056;103.835;895;961;812;2668;33.546;36.020;30.435;6;Healthcare
grid.418788.a;Inst.  Materials Res.  & Engineering;SG;Singapore;129.756;103.776;268;627;194;1089;24.610;57.576;17.815;4;Facility
grid.4280.e;Natl. Univ.  Singapore;SG;Singapore;129.556;103.777;9380;10670;5771;25821;36.327;41.323;22.350;3;Education
grid.5947.f;Norwegian Univ.  Science  & Technology;NO;Norway;634.194;104.025;3960;4179;2356;10495;37.732;39.819;22.449;3;Education
grid.8168.7;Alex &ru Ioan Cuza Univ.;RO;Romania;471.742;275.717;731;297;310;1338;54.634;22.197;23.169;3;Education
grid.261049.8;North China Electric Power Univ.;CN;China;40.09;116.31;6383;717;689;7789;81.949;9.205;8.846;3;Education
grid.448834.7;Gebze Technical Univ.;TR;Turkey;408.092;293.654;447;325;269;1041;42.940;31.220;25.841;3;Education
grid.18376.3b;Bilkent Univ.;TR;Turkey;39.868;327.487;691;665;743;2099;32.920;31.682;35.398;3;Education
grid.260565.2;Natl. Defense Med. Ctr.;TW;Taiwan;250.708;121.596;483;1058;548;2089;23.121;50.646;26.233;6;Healthcare
grid.418376.f;Agricultural Res. Ctr.;EG;Egypt;300.207;312.131;911;148;114;1173;77.664;12.617;9.719;4;Facility
grid.412502.0;Shahid Beheshti Univ.;IR;Iran;358.022;513.933;1678;1294;1120;4092;41.007;31.623;27.371;3;Education
grid.412571.4;Shiraz Univ.  Med. Sciences;IR;Iran;29.63;525.237;2443;1086;1139;4668;52.335;23.265;24.400;3;Education
grid.411036.1;Isfahan Univ.  Med. Sciences;IR;Iran;326.142;516.617;2463;1073;1202;4738;51.984;22.647;25.369;3;Education
grid.411521.2;Baqiyatallah Univ.  Med. Sciences;IR;Iran;357.517;513.941;442;501;266;1209;36.559;41.439;22.002;3;Education
grid.45083.3a;Lithuanian Univ.  Health Sciences;LT;Lithuania;548.942;239.164;1047;388;365;1800;58.167;21.556;20.278;3;Education
grid.412862.b;Autonomous Univ.  San Luis Potosí;MX;Mexico;221.529;-100.977;806;538;435;1779;45.306;30.242;24.452;3;Education
grid.412872.a;Universidad Autónoma del Estado de México;MX;Mexico;192.839;-996.781;672;370;218;1260;53.333;29.365;17.302;3;Education
grid.412607.6;Univ.  Warmia  & Mazury in Olsztyn;PL;Poland;537.603;204.611;1310;307;156;1773;73.886;17.315;8.799;3;Education
grid.29328.32;Maria Curie-Sk?odowska Univ.;PL;Poland;512.456;225.406;734;221;302;1257;58.393;17.582;24.026;3;Education
grid.27860.3b;Univ.  Calinia, Davis;US;United States;38.54;-121.75;7848;11874;5382;25104;31.262;47.299;21.439;3;Education
grid.280062.e;Kaiser Permanente;US;United States;378.061;-122.265;845;2329;541;3715;22.746;62.692;14.563;7;Nonprofit
grid.411015.0;Univ.  Alabama;US;United States;332.094;-875.415;1264;2275;874;4413;28.643;51.552;19.805;3;Education
grid.36425.36;Stony Brook Univ.;US;United States;409.142;-731.162;3573;4629;2139;10341;34.552;44.764;20.685;3;Education
grid.187073.a;Argonne Natl. Laboratory;US;United States;417.092;-87.982;1310;2991;610;4911;26.675;60.904;12.421;4;Facility
grid.205975.c;Univ.  Calinia, Santa Cruz;US;United States;37;-122.06;1901;2096;1105;5102;37.260;41.082;21.658;3;Education
grid.22448.38;George Mason Univ.;US;United States;388.324;-773.081;1885;1787;805;4477;42.104;39.915;17.981;3;Education
grid.239560.b;Children’s Natl. Health System;US;United States;389.273;-770.144;668;2493;692;3853;17.337;64.703;17.960;6;Healthcare
grid.239638.5;Denver Health Med. Ctr.;US;United States;397.274;-104.992;256;804;320;1380;18.551;58.261;23.188;6;Healthcare
grid.240283.f;Montefiore Med. Ctr.;US;United States;408.814;-738.798;821;2738;945;4504;18.228;60.790;20.981;6;Healthcare
grid.32566.34;Lanzhou Univ.;CN;China;360.478;103.858;8530;1727;2676;12933;65.955;13.353;20.691;3;Education
grid.410579.e;Nanjing Univ.  Science  & Technology;CN;China;320.333;118.852;5338;1283;1445;8066;66.179;15.906;17.915;3;Education
grid.411621.1;Shimane Univ.;JP;Japan;354.867;133.068;807;786;441;2034;39.676;38.643;21.681;3;Education
grid.410785.f;Tokyo Univ.  Pharmacy  & Life Sciences;JP;Japan;356.381;139.387;531;349;190;1070;49.626;32.617;17.757;3;Education
grid.410844.d;Daiichi-Sankyo (Japan);JP;Japan;356.885;139.776;696;249;151;1096;63.504;22.719;13.777;2;Company
grid.9906.6;Univ.  Salento;IT;Italy;403.491;181.671;817;677;502;1996;40.932;33.918;25.150;3;Education
grid.5606.5;Univ.  Genoa;IT;Italy;444.029;895.889;2543;2885;2162;7590;33.505;38.011;28.485;3;Education
grid.11450.31;Univ.  Sassari;IT;Italy;407.249;855.975;1024;869;660;2553;40.110;34.038;25.852;3;Education
grid.412890.6;Univ.  Guadalajara;MX;Mexico;20.675;-103.359;1574;913;518;3005;52.379;30.383;17.238;3;Education
grid.417547.4;Hitachi (Japan);JP;Japan;35.683;139.766;1645;601;421;2667;61.680;22.535;15.786;2;Company
grid.419025.b;Kyoto Inst.  Technology;JP;Japan;35.025;135.725;1083;491;195;1769;61.221;27.756;11.023;3;Education
grid.255137.7;Dokkyo Med. Univ.;JP;Japan;364.731;139.824;455;761;115;1331;34.185;57.175;8.640;3;Education
grid.257016.7;Hirosaki Univ.;JP;Japan;405.906;140.472;1185;726;442;2353;50.361;30.854;18.785;3;Education
grid.265050.4;Toho Univ.;JP;Japan;35.571;139.725;950;1028;616;2594;36.623;39.630;23.747;3;Education
grid.266453.0;Univ.  Hyogo;JP;Japan;346.783;135.052;821;697;246;1764;46.542;39.513;13.946;3;Education
grid.267500.6;Univ.  Yamanashi;JP;Japan;356.783;138.573;1147;799;422;2368;48.438;33.742;17.821;3;Education
grid.411998.c;Kanazawa Med. Univ.;JP;Japan;366.556;136.646;384;503;168;1055;36.398;47.678;15.924;3;Education
grid.412013.5;Kansai Univ.;JP;Japan;347.704;135.508;1004;406;128;1538;65.280;26.398;8.323;3;Education
grid.419270.9;Inst. Tecnológico de Aeronáutica;BR;Brazil;-232.106;-458.757;398;379;254;1031;38.603;36.760;24.636;3;Education
grid.12799.34;Univ. Federal de Viçosa;BR;Brazil;-207.603;-428.678;3248;1732;2259;7239;44.868;23.926;31.206;3;Education
grid.412327.1;State Univ.  Ceará;BR;Brazil;-378.594;-385.525;754;518;424;1696;44.458;30.543;25.000;3;Education
grid.412368.a;Univ. Federal do ABC;BR;Brazil;-236.446;-465.282;719;1441;309;2469;29.121;58.364;12.515;3;Education
grid.412522.2;Pontifícia Univ. Católica do Paraná;BR;Brazil;-254.219;-492.948;746;704;468;1918;38.895;36.705;24.400;3;Education
grid.411843.b;Skåne Univ. Hosp.;SE;Sweden;557.117;131.983;953;3004;1447;5404;17.635;55.589;26.777;6;Healthcare
grid.5037.1;Royal Inst.  Technology;SE;Sweden;593.475;180.735;3243;3583;1966;8792;36.886;40.753;22.361;3;Education
grid.15895.30;Örebro Univ.;SE;Sweden;592.549;152.479;519;1038;252;1809;28.690;57.380;13.930;3;Education
grid.6341.0;Swedish Univ.  Agricultural Sciences;SE;Sweden;59.815;17.663;1714;2130;990;4834;35.457;44.063;20.480;3;Education
grid.6926.b;Luleå Univ.  Technology;SE;Sweden;656.184;221.401;926;668;374;1968;47.053;33.943;19.004;3;Education
grid.412029.c;Naresuan Univ.;TH;Thailand;167.453;100.191;436;478;163;1077;40.483;44.383;15.135;3;Education
grid.1049.c;QIMR Bergher Med. Res. Inst.;AU;Australia;-274.495;153.027;359;1187;391;1937;18.534;61.280;20.186;4;Facility
grid.413252.3;Westmead Hosp.;AU;Australia;-338.045;150.989;424;1416;652;2492;17.014;56.822;26.164;6;Healthcare
grid.414685.a;Concord Repatriation General Hosp.;AU;Australia;-33.837;151.092;190;649;265;1104;17.210;58.786;24.004;6;Healthcare
grid.414724.0;John Hunter Hosp.;AU;Australia;-329.282;151.695;221;556;230;1007;21.946;55.214;22.840;6;Healthcare
grid.410569.f;Universitair Ziekenhuis Leuven;BE;Belgium;508.804;46.955;947;4419;1287;6653;14.234;66.421;19.345;6;Healthcare
grid.11486.3a;Vlaams Instituut voor Biotechnologie;BE;Belgium;510.187;369.376;566;1744;457;2767;20.455;63.029;16.516;4;Facility
grid.11505.30;Inst.  Tropical Medicine Antwerp;BE;Belgium;512.124;439.762;188;545;285;1018;18.468;53.536;27.996;7;Nonprofit
grid.15762.37;Imec;BE;Belgium;508.676;467.824;877;1370;531;2778;31.570;49.316;19.115;7;Nonprofit
grid.258518.3;Kent State Univ.;US;United States;411.464;-813.417;1096;1134;633;2863;38.282;39.609;22.110;3;Education
grid.259979.9;Michigan Technological Univ.;US;United States;47.12;-88.55;1140;750;465;2355;48.408;31.847;19.745;3;Education
grid.260896.3;New Jersey Inst.  Technology;US;United States;40.742;-74.179;801;739;340;1880;42.606;39.309;18.085;3;Education
grid.261103.7;Northeast Ohio Med. Univ.;US;United States;411.026;-812.424;223;621;221;1065;20.939;58.310;20.751;3;Education
grid.264756.4;Texas A&M Univ.;US;United States;306.104;-963.441;6362;8210;4650;19222;33.098;42.712;24.191;3;Education
grid.264772.2;Texas State Univ.;US;United States;298.889;-979.389;635;747;304;1686;37.663;44.306;18.031;3;Education
grid.265881.0;Univ.  Akron;US;United States;410.764;-815.084;1356;797;559;2712;50.000;29.388;20.612;3;Education
grid.411866.c;Guangzhou Univ.  Chinese Medicine;CN;China;231.555;113.266;2169;707;505;3381;64.153;20.911;14.936;3;Education
grid.7327.1;Council  Scientific  & Industrial Res.;ZA;South Africa;-257.481;282.762;496;491;305;1292;38.390;38.003;23.607;5;Government
grid.91354.3a;Rhodes Univ.;ZA;South Africa;-333.136;265.197;642;457;351;1450;44.276;31.517;24.207;3;Education
grid.411119.d;Hôpital Bichat-Claude-Bernard;FR;France;488.993;233.208;163;1106;383;1652;9.867;66.949;23.184;6;Healthcare
grid.411430.3;Ctr. Hosp.ier Lyon Sud;FR;France;457.016;480.494;204;1065;437;1706;11.958;62.427;25.616;6;Healthcare
grid.412134.1;Hôpital Necker-Enfants Malades;FR;France;48.845;231.556;293;1819;840;2952;9.926;61.619;28.455;6;Healthcare
grid.7459.f;Univ.  Franche-Comté;FR;France;472.406;60.225;276;1154;806;2236;12.344;51.610;36.047;3;Education
grid.8390.2;Univ.  Évry Val d'Essonne;FR;France;486.247;242.711;135;646;243;1024;13.184;63.086;23.731;3;Education
grid.10400.35;Univ.  Rouen;FR;France;49.46;1.067;402;1715;948;3065;13.116;55.954;30.930;3;Education
grid.462034.7;Institut Charles Gerhardt;FR;France;436.318;386.185;197;776;227;1200;16.417;64.667;18.917;4;Facility
grid.417961.c;Ctr. Île-de-France - Jouy-en-Josas - Antony;FR;France;487.635;217.143;159;880;501;1540;10.325;57.143;32.533;4;Facility
grid.418189.d;UniCancer Group;FR;France;488.267;236.536;204;1257;310;1771;11.519;70.977;17.504;6;Healthcare
grid.412304.0;Univ.  Lille Nord de France;FR;France;506.306;307.465;264;2976;712;3952;6.680;75.304;18.016;3;Education
grid.183158.6;Polytechnique Montréal;CA;Canada;455.034;-736.189;1174;1044;640;2858;41.078;36.529;22.393;3;Education
grid.459234.d;École de Technologie Supérieure;CA;Canada;454.945;-735.625;500;651;267;1418;35.261;45.910;18.829;3;Education
grid.57926.3f;Univ.  Regina;CA;Canada;504.156;-104.588;700;555;238;1493;46.886;37.174;15.941;3;Education
grid.411744.3;Univ.  Brawijaya;ID;Indonesia;-795.484;112.616;1475;385;364;2224;66.322;17.311;16.367;3;Education
grid.7427.6;Univ.  Beira Interior;PT;Portugal;402.774;-750.887;702;409;288;1399;50.179;29.235;20.586;3;Education
grid.32995.34;Malmö Univ.;SE;Sweden;556.092;129.924;354;566;131;1051;33.682;53.854;12.464;3;Education
grid.5371.0;Chalmers Univ.  Technology;SE;Sweden;576.883;119.767;2330;2353;1277;5960;39.094;39.480;21.426;3;Education
grid.10548.38;Stockholm Univ.;SE;Sweden;593.653;180.583;2682;4192;1832;8706;30.806;48.151;21.043;3;Education
grid.472551.0;US est Service;US;United States;388.861;-770.336;282;801;307;1390;20.288;57.626;22.086;5;Government
grid.59062.38;Univ.  Vermont;US;United States;444.775;-731.936;1709;2582;1152;5443;31.398;47.437;21.165;3;Education
grid.63368.38;Houston Methodist;US;United States;29.967;-955.508;777;2038;517;3332;23.319;61.165;15.516;6;Healthcare
grid.479969.c;Huntsman Cancer Inst.;US;United States;407.723;-111.835;179;902;169;1250;14.320;72.160;13.520;6;Healthcare
grid.481554.9;IBM Res. - Thomas J. Watson Res. Ctr.;US;United States;412.102;-73.803;1002;1820;384;3206;31.254;56.769;11.978;4;Facility
grid.2865.9;United States Geological Survey;US;United States;389.476;-773.679;1375;1968;678;4021;34.196;48.943;16.862;5;Government
grid.28803.31;Univ.  Wisconsin System;US;United States;430.757;-894.059;258;3081;490;3829;6.738;80.465;12.797;3;Education
grid.32224.35;Massachusetts General Hosp.;US;United States;423.628;-710.686;5394;17978;6585;29957;18.006;60.013;21.982;6;Healthcare
grid.410443.6;Univ. System  Maryl &;US;United States;39.002;-769.534;340;2578;614;3532;9.626;72.990;17.384;3;Education
grid.411035.2;Univ.  Missouri System;US;United States;38.937;-923.403;101;1182;204;1487;6.792;79.489;13.719;3;Education
grid.431778.e;World Bank;US;United States;388.993;-770.425;505;511;265;1281;39.422;39.891;20.687;8;Other
grid.42752.36;Colorado State Univ. System;US;United States;397.454;-104.991;103;945;189;1237;8.327;76.395;15.279;3;Education
grid.419086.2;Langley Res. Ctr.;US;United States;370.928;-763.813;747;451;173;1371;54.486;32.896;12.619;4;Facility
grid.419635.c;Natl. Inst.  Diabetes  & Digestive  & Kidney Diseases;US;United States;390.036;-771.011;447;1694;451;2592;17.245;65.355;17.400;4;Facility
grid.507680.c;Walter Reed Army Inst.  Res.;US;United States;390.061;-77.053;365;620;282;1267;28.808;48.935;22.257;5;Government
grid.147455.6;Carnegie Mellon Univ.;US;United States;404.433;-799.436;3711;3781;1991;9483;39.133;39.871;20.996;3;Education
grid.15276.37;Univ.  Florida;US;United States;296.439;-82.355;10642;12278;6336;29256;36.375;41.968;21.657;3;Education
grid.164971.c;Loyola Univ. Chicago;US;United States;419.999;-876.578;858;1939;691;3488;24.599;55.591;19.811;3;Education
grid.16753.36;Northwestern Univ.;US;United States;420.549;-876.739;7351;13826;4872;26049;28.220;53.077;18.703;3;Education
grid.168010.e;St & Univ.;US;United States;37.43;-122.17;12314;23374;7726;43414;28.364;53.840;17.796;3;Education
grid.189747.4;State Univ.  New York;US;United States;426.481;-737.496;365;3114;480;3959;9.220;78.656;12.124;3;Education
grid.214007.0;Scripps Res. Inst.;US;United States;328.962;-117.241;1623;3686;996;6305;25.742;58.462;15.797;7;Nonprofit
grid.239359.7;Barnes-Jewish Hosp.;US;United States;386.353;-902.652;143;981;163;1287;11.111;76.224;12.665;6;Healthcare
grid.239552.a;Children's Hosp.  Philadelphia;US;United States;39.949;-751.942;1711;4827;1722;8260;20.714;58.438;20.848;6;Healthcare
grid.239559.1;Children's Mercy Hosp.;US;United States;39.084;-945.772;404;776;306;1486;27.187;52.221;20.592;6;Healthcare
grid.239573.9;Cincinnati Children's Hosp. Med. Ctr.;US;United States;391.405;-845.011;1699;4075;1737;7511;22.620;54.254;23.126;6;Healthcare
grid.265727.3;Universiti  Malaysia Sabah;MY;Malaysia;603.667;116.119;694;265;159;1118;62.075;23.703;14.222;3;Education
grid.412255.5;Universiti Malaysia Terengganu;MY;Malaysia;540.528;103.088;541;324;148;1013;53.406;31.984;14.610;3;Education
grid.38603.3e;Univ.  Split;HR;Croatia;43.511;164.681;833;499;196;1528;54.516;32.657;12.827;3;Education
grid.411748.f;Iran Univ.  Science  & Technology;IR;Iran;357.422;515.041;2407;746;1552;4705;51.158;15.856;32.986;3;Education
grid.412891.7;Universidad de Guanajuato;MX;Mexico;210.173;-101.253;805;556;393;1754;45.895;31.699;22.406;3;Education
grid.414716.1;Hosp. General de México;MX;Mexico;19.413;-991.519;440;403;168;1011;43.521;39.862;16.617;6;Healthcare
grid.1035.7;Warsaw Univ.  Technology;PL;Poland;522.203;210.106;2538;768;881;4187;60.616;18.343;21.041;3;Education
grid.6979.1;Silesian Univ.  Technology;PL;Poland;502.907;186.769;1772;252;382;2406;73.649;10.474;15.877;3;Education
grid.9829.a;Kwame Nkrumah Univ.  Science  & Technology;GH;Ghana;668.491;-157.052;844;547;337;1728;48.843;31.655;19.502;3;Education
grid.8127.c;Univ.  Crete;GR;Greece;353.552;244.502;894;1703;1108;3705;24.130;45.965;29.906;3;Education
grid.412481.a;Univ. Hosp.  Heraklion;GR;Greece;353.074;250.826;251;532;351;1134;22.134;46.914;30.952;6;Healthcare
grid.413731.3;Rambam Health Care Campus;IL;Israel;32.833;349.857;379;1191;560;2130;17.793;55.916;26.291;6;Healthcare
grid.411074.7;Hosp. das Clínicas da Faculdade de Medicina da Univ. de São Paulo;BR;Brazil;-236.041;-466.743;1067;4026;949;6042;17.660;66.634;15.707;6;Healthcare
grid.8395.7;Univ. Federal do Ceará;BR;Brazil;-37.464;-385.668;4097;1900;1922;7919;51.736;23.993;24.271;3;Education
grid.419014.9;Faculdade de Ciências Médicas da Santa Casa de São Paulo;BR;Brazil;-235.423;-466.486;327;634;454;1415;23.110;44.806;32.085;3;Education
grid.419222.e;Natl. Inst.  Space Res.;BR;Brazil;-232.073;-458.606;654;463;421;1538;42.523;30.104;27.373;4;Facility
grid.45203.30;Natl. Ctr.  Global Health  & Medicine;JP;Japan;357.016;139.716;400;847;290;1537;26.025;55.107;18.868;6;Healthcare
grid.414739.c;Sher-i-Kashmir Inst.  Med. Sciences;IN;India;341.357;748.012;681;208;224;1113;61.186;18.688;20.126;3;Education
grid.77184.3d;Al-Farabi Kazakh Natl. Univ.;KZ;Kazakhstan;43.222;769.225;771;199;198;1168;66.010;17.038;16.952;3;Education
grid.412504.6;Shahid Chamran Univ.  Ahvaz;IR;Iran;313.039;486.563;725;300;256;1281;56.596;23.419;19.984;3;Education
grid.414574.7;Imam Khomeini Hosp.;IR;Iran;357.076;513.807;153;594;282;1029;14.869;57.726;27.405;6;Healthcare
grid.7130.5;Prince  Songkla Univ.;TH;Thailand;700.788;100.496;1487;753;616;2856;52.066;26.366;21.569;3;Education
grid.412151.2;King Mongkut's Univ.  Technology Thonburi;TH;Thailand;136.523;100.494;794;642;525;1961;40.490;32.738;26.772;3;Education
grid.5924.a;Univ.  Navarra;ES;Spain;428.014;-165.972;1285;1601;1346;4232;30.364;37.831;31.805;3;Education
grid.7080.f;Autonomous Univ.  Barcelona;ES;Spain;415.003;210.778;3894;7087;3850;14831;26.256;47.785;25.959;3;Education
grid.7759.c;Univ.  Cádiz;ES;Spain;365.337;-629.778;1295;628;409;2332;55.532;26.930;17.539;3;Education
grid.10041.34;Univ.  La Laguna;ES;Spain;284.848;-163.129;1406;1107;650;3163;44.452;34.998;20.550;3;Education
grid.417924.d;Sani (France);FR;France;488.203;232.852;584;837;247;1668;35.012;50.180;14.808;2;Company
grid.457348.9;CEA Grenoble;FR;France;45.196;570.473;271;1931;1015;3217;8.424;60.025;31.551;5;Government
grid.413780.9;Hôpital Avicenne;FR;France;489.154;242.417;119;697;240;1056;11.269;66.004;22.727;6;Healthcare
grid.410463.4;Ctr. Hosp.ier Régional et Universitaire de Lille;FR;France;506.142;30.348;595;2720;1128;4443;13.392;61.220;25.388;6;Healthcare
grid.411599.1;Beaujon Hosp.;FR;France;489.091;230.805;149;901;296;1346;11.070;66.939;21.991;6;Healthcare
grid.411784.f;Hôpital Cochin;FR;France;488.369;234.028;232;1572;520;2324;9.983;67.642;22.375;6;Healthcare
grid.508487.6;Univ.  Paris;FR;France;488.638;232.921;2481;17513;5095;25089;9.889;69.804;20.308;3;Education
grid.508721.9;Federal Univ.  Toulouse Midi-Pyrénées;FR;France;436.044;14.439;654;5754;1276;7684;8.511;74.883;16.606;3;Education
grid.11162.35;Univ.  Picardie Jules Verne;FR;France;498.768;22.646;456;1040;423;1919;23.762;54.195;22.043;3;Education
grid.13464.34;French Inst.  Petroleum;FR;France;488.775;217.262;557;405;228;1190;46.807;34.034;19.160;4;Facility
grid.157868.5;Univ. Hosp.  Montpellier;FR;France;436.293;386.617;250;1633;470;2353;10.625;69.401;19.975;6;Healthcare
grid.4399.7;Institut de Recherche pour le Développement;FR;France;433.106;536.892;227;1718;713;2658;8.540;64.635;26.825;5;Government
grid.9621.c;Joseph Fourier Univ.;FR;France;45.194;576.969;276;3171;1458;4905;5.627;64.648;29.725;3;Education
grid.411414.5;Antwerp Univ. Hosp.;BE;Belgium;511.637;441.064;347;1310;428;2085;16.643;62.830;20.528;6;Healthcare
grid.5342.0;Ghent Univ.;BE;Belgium;510.468;372.788;7211;5745;4032;16988;42.448;33.818;23.734;3;Education
grid.8364.9;Univ.  Mons;BE;Belgium;504.519;395.321;644;567;281;1492;43.164;38.003;18.834;3;Education
grid.414467.4;Walter Reed Natl. Military Med. Ctr.;US;United States;390.017;-770.947;550;1223;677;2450;22.449;49.918;27.633;6;Healthcare
grid.414905.d;Jackson Memorial Hosp.;US;United States;257.921;-802.131;122;1006;174;1302;9.370;77.266;13.364;6;Healthcare
grid.34421.30;Iowa State Univ.;US;United States;42.025;-936.496;4375;3664;2439;10478;41.754;34.969;23.277;3;Education
grid.410547.3;Oak Ridge Associated Universities;US;United States;360.102;-842.611;199;767;169;1135;17.533;67.577;14.890;3;Education
grid.411016.3;Auburn Univ. System;US;United States;326.034;-854.861;156;755;233;1144;13.636;65.997;20.367;3;Education
grid.411021.7;Univ.  South Carolina System;US;United States;339.961;-810.274;123;965;227;1315;9.354;73.384;17.262;3;Education
grid.411377.7;Indiana Univ. Bloomington;US;United States;391.709;-865.194;2090;3875;1982;7947;26.299;48.761;24.940;3;Education
grid.152326.1;V &erbilt Univ.;US;United States;361.449;-868.027;3882;9275;4045;17202;22.567;53.918;23.515;3;Education
grid.16416.34;Univ.  Rochester;US;United States;431.294;-776.219;2051;4399;1852;8302;24.705;52.987;22.308;3;Education
grid.164295.d;Univ.  Maryl &, College Park;US;United States;38.983;-769.419;4032;6710;3530;14272;28.251;47.015;24.734;3;Education
grid.412185.b;Univ.  Valparaíso;CL;Chile;-330.438;-716.172;448;559;251;1258;35.612;44.436;19.952;3;Education
grid.12148.3e;Federico Santa María Technical Univ.;CL;Chile;-330.346;-715.943;477;363;218;1058;45.085;34.310;20.605;3;Education
grid.7177.6;Univ.  Amsterdam;NL;Netherlands;523.558;495.478;3689;10284;4019;17992;20.504;57.159;22.338;3;Education
grid.7147.5;Aga Khan Univ.;PK;Pakistan;24.892;670.735;531;868;733;2132;24.906;40.713;34.381;3;Education
grid.411190.c;Aga Khan Univ. Hosp.;PK;Pakistan;248.933;670.744;357;647;563;1567;22.782;41.289;35.929;6;Healthcare
grid.412080.f;Dow Univ.  Health Sciences;PK;Pakistan;248.579;670.109;567;277;253;1097;51.686;25.251;23.063;3;Education
grid.35043.31;Natl. Univ.  Science  & Technology;RU;Russia;557.295;376.096;934;684;297;1915;48.773;35.718;15.509;3;Education
grid.78028.35;Pirogov Russian Natl. Res. Med. Univ.;RU;Russia;556.472;374.903;688;650;337;1675;41.075;38.806;20.119;3;Education
grid.423485.c;Ife Inst.;RU;Russia;600.066;303.684;888;796;1024;2708;32.792;29.394;37.814;4;Facility
grid.79011.3e;Samara Natl. Res. Univ.;RU;Russia;532.135;501.757;802;244;200;1246;64.366;19.583;16.051;3;Education
grid.15447.33;St Petersburg Univ.;RU;Russia;59.942;30.299;4153;2306;1947;8406;49.405;27.433;23.162;3;Education
grid.415738.c;Ministry  Health;RU;Russia;557.653;376.186;797;2505;663;3965;20.101;63.178;16.721;5;Government
grid.415877.8;Siberian Branch  Russian Academy  Sciences;RU;Russia;548.411;831.124;2070;5814;4068;11952;17.319;48.645;34.036;5;Government
grid.17088.36;Michigan State Univ.;US;United States;42.723;-84.481;6074;6980;3675;16729;36.308;41.724;21.968;3;Education
grid.184764.8;Boise State Univ.;US;United States;436.043;-116.202;736;547;180;1463;50.308;37.389;12.304;3;Education
grid.225279.9;Cold Spring Harbor Laboratory;US;United States;408.619;-734.672;358;820;297;1475;24.271;55.593;20.136;7;Nonprofit
